Order_ID,Order_Date,Region,Product_Category,Sales_Rep,Sales_Amount,Quantity_Sold,Discount_Percentage,Customer_Rating,Company_Name
100052,2022-12-26,East,Furniture,Charlie,2023.8078998635865,2,0.4885483447349115,3.562593081465409,Insight Corp
100053,2023-02-16,West,,David,5790.995119221007,5,0.0031431733243439397,4.53720584117014,Insight Corp
100054,2024-01-12,East,Electronics,Alice,5790.606798017173,4,0.45548881449567924,1.5018868693163592,Insight Corp
100055,2024-02-12,West,Groceries,Charlie,4043.6302131836965,4,0.44323549427366726,1.9520078546292345,Insight Corp
100056,2024-07-08,West,Clothing,Alice,5221.733135454868,7,0.2254708247258364,2.5099927626381504,Insight Corp
100057,2022-09-09,North,Furniture,Bob,1202.8549313329927,5,0.39721236249811903,1.3091456377502846,Insight Corp
100058,2024-06-27,East,Groceries,Eva,,3,0.4748887057883167,1.881843362792726,Insight Corp
100059,2024-02-20,North,,Bob,5374.588230580395,2,0.1544629474123066,4.919049772763179,Insight Corp
100060,2022-10-10,East,Electronics,Charlie,4931.535719999307,4,0.23519196803123832,3.9653747501050636,Insight Corp
100061,2024-07-08,East,Groceries,Bob,5031.262223206658,5,0.0698757149147709,3.8763578738132254,Insight Corp
100062,2023-05-24,North,Furniture,David,5739.881264289548,4,0.14615900406987592,3.1390415405820264,Insight Corp
100063,2023-09-16,North,Groceries,Alice,4956.647714753209,3,0.442061553798612,,Insight Corp
100064,2023-08-11,East,Clothing,Charlie,2188.9167459031696,5,0.08977766652346231,1.488378193018177,Insight Corp
100065,2023-03-13,South,Furniture,David,,4,0.4710310301895328,3.0958466781578116,Insight Corp
100066,2023-10-16,West,Groceries,Alice,6801.201229142676,7,0.2793605215003445,3.6366985359596766,Insight Corp
100067,2024-01-08,North,Electronics,David,3072.5830070677575,8,0.35187852254945584,3.2511686863186755,Insight Corp
100068,2022-09-17,West,Furniture,Bob,4482.294154285114,5,0.19645127654679878,2.8417869523614154,Insight Corp
100069,2024-03-22,South,,Charlie,4645.948714765938,3,0.11708824736482121,1.0995075548496605,Insight Corp
100070,2023-12-10,South,Clothing,Bob,6618.274349763446,7,0.24115769452557612,3.392501169802821,Insight Corp
100071,2024-07-22,South,Groceries,Eva,1761.0965970203483,8,0.15259459967071193,3.083372261630323,Insight Corp
100072,2022-10-06,North,,Charlie,4251.487603355316,7,0.2600438547996163,,Insight Corp
100073,2022-07-06,South,Clothing,Bob,,6,0.05024882227592642,4.185133235805282,Insight Corp
100074,2022-02-07,North,Groceries,Charlie,,6,0.4587585747246576,3.7699788768700633,Insight Corp
100075,2022-11-14,South,Clothing,Alice,4291.248660372643,1,0.13706088364804514,4.889452143559634,Insight Corp
100076,2023-03-25,West,,Charlie,,3,0.3171599938493259,3.004430401386254,Insight Corp
100077,2022-02-14,West,Clothing,Charlie,4092.688401486225,3,0.3239088921551318,1.2715887680240106,Insight Corp
100078,2022-08-01,East,Furniture,Alice,3873.4649129142135,4,0.1251281209952098,4.71401845786326,Insight Corp
100079,2023-06-05,West,Groceries,Bob,5929.485037644722,2,0.49838108713234425,,Insight Corp
100080,2024-04-01,East,Clothing,Charlie,5682.00911141387,10,0.24182083963122764,4.976512106590908,Insight Corp
100081,2022-04-13,West,Electronics,David,5827.097514167363,4,0.377410525107147,3.011570197810505,Insight Corp
100082,2023-12-19,North,Groceries,Charlie,4734.649864263736,4,0.015740939953820088,2.6761296943616535,Insight Corp
100083,2024-06-24,West,Furniture,Bob,,7,0.11507785991077174,1.3046648479256073,Insight Corp
100084,2022-07-16,East,Groceries,Alice,4821.721276968844,3,0.052786168564179003,,Insight Corp
100085,2024-01-10,East,Furniture,Bob,5751.743105102678,4,0.17387739283923753,1.4519862827292962,Insight Corp
100086,2022-11-18,South,Groceries,Eva,1734.8304485422273,5,0.3719887176595085,3.5606356115777418,Insight Corp
100087,2023-10-17,North,Clothing,Charlie,5591.1678955562875,7,0.07049934479226333,,Insight Corp
100088,2022-07-13,West,Clothing,Charlie,,6,0.20667830690068223,4.9438041069230545,Insight Corp
100089,2024-08-02,South,,Alice,5093.22635912859,4,0.09800877913399131,2.736865265511437,Insight Corp
100090,2023-12-14,West,Furniture,Charlie,4776.0298671924875,4,0.11341287398621774,1.6361578085641137,Insight Corp
100091,2024-08-08,West,Electronics,David,1150.8209211013796,6,0.02441138681452948,2.1316271545519605,Insight Corp
100092,2024-01-22,,Clothing,David,4340.220105349391,2,0.2539861929568849,4.205297568236157,Insight Corp
100093,2024-05-08,South,Furniture,Bob,7684.15806661606,3,0.08304008690304399,4.2956514861177855,Insight Corp
100094,2024-02-09,South,Electronics,Alice,5019.351943352459,6,0.154118199566752,,Insight Corp
100095,2024-06-27,South,Electronics,Eva,4539.0652419879225,2,0.17889782403773535,4.941434620111532,Insight Corp
100096,2024-01-18,South,Electronics,Bob,5025.359293385169,4,0.11379253439641729,2.4096204271557347,Insight Corp
100097,2023-12-27,West,Electronics,Alice,5532.159302942013,4,0.23906095436993063,2.4327508677198346,Insight Corp
100098,2023-08-02,South,Electronics,Alice,,6,0.04418772483947414,2.139583977901248,Insight Corp
100099,2022-01-12,,Furniture,Bob,4656.679755263087,5,0.35353540450264553,4.070329136693006,Insight Corp
100100,2023-12-24,East,Electronics,Bob,5637.379403590526,4,0.1458294312883956,4.751376882308783,Insight Corp
100101,2022-10-29,South,Furniture,Charlie,7514.97620414204,5,0.25567877298042674,3.8530293554248907,Insight Corp
100102,2023-08-07,,Electronics,Eva,6509.376199149073,9,0.05741157220627857,1.376753970155693,Insight Corp
100103,2023-05-23,West,Clothing,David,8510.45032378547,9,0.012993492268679518,4.091334203920827,Insight Corp
100104,2023-03-15,South,Clothing,Charlie,4014.844462472425,8,0.1747917831713406,4.112978360405542,Insight Corp
100105,2024-07-12,South,Electronics,Alice,7514.284261253023,7,0.3363353402614714,3.5997867566515427,Insight Corp
100106,2023-11-23,South,Groceries,Eva,3813.989540116108,6,0.22476991189237688,1.7663490636269361,Insight Corp
100107,2023-08-04,West,Clothing,Eva,5530.349220110695,5,0.35414959499860277,2.999251211514714,Insight Corp
100108,2023-09-11,South,Furniture,Bob,6098.714793857149,3,0.3270805348296092,1.1314794307117122,Insight Corp
100109,2023-04-16,East,Electronics,Eva,4233.834212143292,4,0.35516507075221265,2.020961404768891,Insight Corp
100110,2022-09-15,West,Furniture,Eva,5131.946416211414,6,0.42660907754915894,3.687205110193853,Insight Corp
100111,2022-01-26,East,Groceries,Alice,,2,0.13474141643467408,2.450738635026729,Insight Corp
100112,2024-03-08,,Electronics,Charlie,3934.593652532138,5,0.0036610658633375315,1.641731723425703,Insight Corp
100113,2024-08-14,South,Clothing,Eva,7504.075189321471,2,0.024834494369710303,1.4289464585557785,Insight Corp
100114,2024-03-21,East,,Bob,26307.94556618079,0,0.10917812084185652,,Insight Corp
100115,2023-04-17,West,Clothing,Charlie,7909.537164092577,9,0.05510179785400837,2.1296952230764226,Insight Corp
100116,2022-02-20,North,Clothing,Bob,6501.989202199388,2,0.1426290761909742,4.853857815326321,Insight Corp
100117,2022-10-01,,,Eva,4865.411635508332,6,0.3012790573452992,3.955366393814485,Insight Corp
100118,2023-12-30,West,Furniture,Charlie,,5,0.3831549957171499,2.4127067912529223,Insight Corp
100119,2023-10-05,North,Groceries,Eva,4239.457605813464,6,0.0781529125636472,2.3720091443443874,Insight Corp
100120,2022-03-04,West,Clothing,Alice,4796.3065396144775,7,0.2875437632746782,1.5651336859415519,Insight Corp
100121,2023-12-12,North,Electronics,Charlie,4927.256207676761,6,0.4483663089277445,3.863744268793922,Insight Corp
100122,2022-10-05,South,Electronics,Bob,6882.839369951873,4,0.3714612723104816,2.9771210293314905,Insight Corp
100123,2022-06-05,East,Groceries,Alice,7952.981150576876,5,0.0775943019548968,4.292266615583075,Insight Corp
100124,2023-08-24,North,Electronics,David,5299.069880981012,7,0.32148993312740315,2.10366506687117,Insight Corp
100125,2023-08-07,West,Clothing,Bob,3731.557268015894,4,0.23925107962484438,2.3589754350454326,Insight Corp
100126,2022-03-25,South,Electronics,Eva,,2,0.12532511431663562,2.9145761318629333,Insight Corp
100127,2023-02-20,North,Furniture,Bob,,5,0.2638121936486882,3.8263455388384178,Insight Corp
100128,2022-10-23,West,Furniture,David,3454.816842054837,6,0.0807171116794862,4.444241262802862,Insight Corp
100129,2024-05-02,West,Clothing,Bob,3231.5878968389316,6,0.15818874304008068,4.816479467943102,Insight Corp
100130,2024-01-30,,Furniture,Alice,8145.69081855954,4,0.17944714279060636,1.193077911870581,Insight Corp
100131,2022-03-25,North,Groceries,Bob,5453.920288919381,2,0.16779510423031951,,Insight Corp
100132,2023-11-25,North,Electronics,Charlie,3750.3002994794797,5,0.04577488269265623,,Insight Corp
100133,2022-04-10,North,Clothing,David,6224.905355536569,5,0.20761709392649447,4.929670987175609,Insight Corp
100134,2022-10-13,East,,Bob,3232.4808127897313,5,0.4212987114130832,1.1766171922216793,Insight Corp
100135,2022-07-03,North,Electronics,David,,2,0.41930929998567323,2.2484109725444097,Insight Corp
100136,2024-02-28,North,Groceries,Alice,3795.4363984036327,6,0.21038670224795192,4.996233723611632,Insight Corp
100137,2024-07-29,North,Clothing,Charlie,7481.769921297549,4,0.006305961705907748,1.9929556231285366,Insight Corp
100138,2022-05-16,East,Clothing,Eva,4620.679901332439,1,0.28987908622122815,4.421956734585743,Insight Corp
100139,2024-08-26,North,,Bob,1337.4395196462697,5,0.29790779770087367,4.337160753151667,Insight Corp
100140,2024-03-05,West,Electronics,Alice,6815.098899763389,8,0.4282133955089252,2.0580966147279143,Insight Corp
100141,2023-07-18,,Furniture,David,4540.4279537564635,8,0.41907989414446506,3.017004915526773,Insight Corp
100142,2023-10-16,West,Furniture,David,2225.8879911823915,5,0.3874349151375967,,Insight Corp
100143,2022-07-13,West,,Alice,4524.974768054885,7,0.42838150770226946,1.5444415613565807,Insight Corp
100144,2023-12-02,West,Clothing,Bob,80941.08182870297,8,0.12440122388920527,2.4372883528476543,Insight Corp
100145,2022-02-10,East,Electronics,Eva,5606.073749799454,1,0.2835895192142559,4.623663638133089,Insight Corp
100146,2024-06-01,East,Electronics,Bob,7697.622468747229,4,0.4669578018262988,3.647872287533898,Insight Corp
100147,2024-05-19,East,Clothing,Charlie,3720.848206145104,5,0.26535297846628636,3.4174987812055195,Insight Corp
100148,2023-12-13,North,Furniture,Bob,5070.080180397458,1,0.4445341245910759,4.80793530795011,Insight Corp
100149,2023-08-22,West,Electronics,Charlie,3950.646082132367,7,0.45349497089019436,4.114848011544703,Insight Corp
100150,2024-04-30,East,Groceries,David,2686.7106587191656,3,0.03517992956032784,4.977583583958515,Insight Corp
100151,2023-11-15,East,Furniture,Charlie,6328.291058458932,3,0.4577298756431258,2.8390919951506164,Insight Corp
100152,2023-05-01,North,Groceries,Eva,5694.90435372128,3,0.05058961771269882,1.7728652422603686,Insight Corp
100153,2023-08-13,East,Furniture,Alice,5425.517674548279,9,0.201069315447028,2.699211965438785,Insight Corp
100154,2024-01-05,North,Clothing,Charlie,5640.185289887967,4,0.3759622955525223,2.699047644146355,Insight Corp
100155,2023-12-02,South,Groceries,Bob,3971.79072096737,3,0.03533705877951948,4.106213156237362,Insight Corp
100156,2023-09-08,East,Groceries,Charlie,3491.45736902271,1,0.19768474098673083,2.065892107296602,Insight Corp
100157,2023-08-19,South,Clothing,David,5056.47105825404,5,0.1173098709869988,3.1162768332443296,Insight Corp
100158,2023-04-07,North,Groceries,Charlie,6741.817103617421,4,0.35286169548801855,2.624994840095775,Insight Corp
100159,2023-11-21,West,Furniture,Eva,7412.11570318032,5,0.43450366180752764,,Insight Corp
100160,2024-07-29,East,Electronics,Charlie,6193.14906021115,8,0.3837492345822751,1.3996442061443908,Insight Corp
100161,2022-05-21,North,Electronics,Eva,5043.761640152144,2,0.27477028475227133,3.2573043954511975,Insight Corp
100162,2022-10-03,West,Clothing,Bob,,2,0.42170705452666024,3.5354919147713666,Insight Corp
100163,2022-06-04,West,,David,5017.3907889880575,2,0.42793479410908714,1.1954693646405752,Insight Corp
100164,2022-06-24,South,Groceries,Alice,3461.0849904508577,1,0.24786782227415788,1.5200026476002786,Insight Corp
100165,2023-08-21,North,Groceries,Bob,5036.971067315814,8,0.42745744250693696,1.2819908930109767,Insight Corp
100166,2024-09-01,,Electronics,Bob,2997.75977361726,11,0.44605021857054056,1.8122499429218695,Insight Corp
100167,2023-08-05,East,,Alice,4813.88416084544,2,0.0042416451787456455,1.2815233865632072,Insight Corp
100168,2022-01-09,East,,Charlie,7454.157665894479,3,0.44014688603337865,2.6532465067407687,Insight Corp
100169,2022-03-19,South,Clothing,Charlie,6234.288834175028,2,0.02773349308226669,2.032712880511,Insight Corp
100170,2023-03-25,West,Groceries,Charlie,3615.3212236452055,7,0.14966028224587546,3.956779403854765,Insight Corp
100171,2023-10-03,North,,David,4891.356395536575,9,0.2771753000710327,4.716387084583946,Insight Corp
100172,2023-03-22,East,Groceries,Bob,3748.435532367893,4,0.12216545428014802,3.110882637286357,Insight Corp
100173,2022-10-03,West,,Eva,4906.229347734185,4,0.43788140822747323,2.4318712259261326,Insight Corp
100174,2024-06-27,West,Clothing,Alice,6561.661724786844,5,0.39413159745051063,3.2345827180338538,Insight Corp
100175,2022-06-05,South,,Bob,5979.5119074648555,2,0.24211451396386657,1.5836442434493856,Insight Corp
100176,2023-08-20,East,Groceries,Charlie,8726.216121118003,7,0.4186355771677446,4.222278166406355,Insight Corp
100177,2023-08-10,East,Electronics,Alice,6788.716103761357,4,0.4087681759085694,3.1820215905288483,Insight Corp
100178,2024-08-15,North,Electronics,Eva,,6,0.16469274591091326,1.1031624487122311,Insight Corp
100179,2022-08-25,East,Clothing,Bob,6015.72496119994,5,0.03230417195404378,2.98972624195646,Insight Corp
100180,2022-06-16,North,Furniture,Bob,4696.335238724996,5,0.29611350152496047,3.4908117220341417,Insight Corp
100181,2024-02-05,,Groceries,David,3308.743629370256,2,0.39271974489990524,1.5911834998655645,Insight Corp
100182,2023-11-06,South,Clothing,Bob,6958.664867431281,6,0.4635558571921762,2.5356380423655516,Insight Corp
100183,2022-03-27,East,Furniture,Bob,6513.487215397472,8,0.01854429706256605,2.104941764857509,Insight Corp
100184,2023-09-19,North,Electronics,Eva,4638.418678109054,5,0.20207112106785474,2.9449563888467045,Insight Corp
100185,2022-10-28,North,Furniture,Eva,5410.903605397008,3,0.3417939212375025,2.890526631229259,Insight Corp
100186,2022-12-24,South,Electronics,Alice,6861.40878107721,5,0.2289405942196096,4.519080376597801,Insight Corp
100187,2022-10-31,East,Electronics,Charlie,6269.52713930903,225,0.11208889274249229,4.538733728938865,Insight Corp
100188,2022-10-19,East,Clothing,Eva,2805.348123125452,2,0.2973357465131064,2.090372006445788,Insight Corp
100189,2024-07-22,South,,Alice,5365.430032234736,7,0.4388664999971055,3.971961757832866,Insight Corp
100190,2023-10-08,East,Clothing,Bob,4748.552711767454,4,0.47229530751599536,1.5330234737007404,Insight Corp
100191,2023-08-04,East,Furniture,Alice,6669.501048708021,7,0.49633373123386937,2.4756523472988308,Insight Corp
100192,2022-01-03,North,Furniture,Alice,6546.564108173992,8,0.19228726472090296,2.4770849960164045,Insight Corp
100193,2024-08-24,East,Electronics,Alice,6977.911742267068,3,0.1014198806320788,4.382505163153711,Insight Corp
100194,2023-08-29,East,Clothing,Alice,3323.1584919196885,3,0.4032009131755137,1.2931977204246397,Insight Corp
100195,2022-07-21,South,Electronics,Eva,3823.832698915642,7,0.34405708218415054,3.0635648973511884,Insight Corp
100196,2023-12-07,South,Clothing,Charlie,60040.11288782842,6,0.3767432384189861,2.736447498058661,Insight Corp
100197,2022-01-31,West,Clothing,Alice,65800.5004317813,8,0.18194589843112635,3.385037656126178,Insight Corp
100198,2022-10-12,North,Clothing,David,2717.850528628539,8,0.11161410233820279,4.479853567232892,Insight Corp
100199,2024-03-07,East,Furniture,Bob,5798.894731421098,4,0.38927192165250113,1.2849059890714871,Insight Corp
100200,2022-08-09,East,Clothing,Bob,4179.172339601041,5,0.22259422394277562,4.922288805727652,Insight Corp
100201,2023-03-31,West,Furniture,Bob,7684.686155462601,6,0.34426973577752595,3.640749493184858,Insight Corp
100202,2023-11-25,East,Clothing,Bob,5444.276830982695,3,0.43615221555712,4.055393912141318,Insight Corp
100203,2023-12-02,North,Furniture,Bob,5240.388929962498,4,0.17221509524350548,2.5917184845290695,Insight Corp
100204,2023-04-11,West,Groceries,Alice,4446.134162576364,6,0.38388374720649937,,Insight Corp
100205,2022-05-08,North,Furniture,Charlie,7386.253000890458,5,0.2264922963649545,2.327731925905105,Insight Corp
100206,2022-12-24,West,,David,5537.831689834731,5,0.3090365636532735,4.094611024031086,Insight Corp
100207,2022-09-13,West,Electronics,Eva,,6,0.41412540295499645,4.286700113856466,Insight Corp
100208,2023-11-12,South,Clothing,David,3808.8744400918295,6,0.14932847861983461,3.736940922883757,Insight Corp
100209,2024-03-08,North,,Eva,,4,0.41924864570673,4.035311734431484,Insight Corp
100210,2022-05-23,East,Electronics,Eva,3533.5297442677916,9,0.10271142909825337,1.5820570403522405,Insight Corp
100211,2023-07-25,East,Clothing,David,6543.316162518417,6,0.2113049607678092,1.4531008164191204,Insight Corp
100212,2023-09-02,North,Groceries,Alice,2287.486918963649,0,0.1376702613986962,3.2384763393456066,Insight Corp
100213,2024-09-26,East,Groceries,Bob,4790.728957500394,2,0.008139212085469028,2.3628207497664095,Insight Corp
100214,2023-02-28,East,Groceries,Alice,5915.200317631901,5,0.005901358510906507,4.440039560776853,Insight Corp
100215,2023-02-17,North,Clothing,Bob,,1,0.0976640255104782,,Insight Corp
100216,2022-10-11,West,,Charlie,3924.075540476497,5,0.3230762439846462,3.6666916842266226,Insight Corp
100217,2024-09-17,North,,Eva,,3,0.2625993385308083,1.9756235893095377,Insight Corp
100218,2022-06-23,West,Electronics,David,,5,0.1593211991745921,1.6759914783438443,Insight Corp
100219,2022-11-24,East,Furniture,Charlie,4966.423015254785,7,0.2219849570554711,,Insight Corp
100220,2023-11-06,East,,Bob,5977.762357970533,7,0.337879823696112,2.154978051056034,Insight Corp
100221,2024-04-07,East,,Alice,5694.36916923967,6,0.4446314981068819,4.29083661100027,Insight Corp
100222,2023-12-19,South,Electronics,David,3987.441482870798,6,0.12955758965901515,4.98907570607798,Insight Corp
100223,2023-11-03,West,Furniture,Eva,6796.241774846545,1,0.4400831052808513,,Insight Corp
100224,2022-09-10,South,Groceries,Charlie,5130.0418572283015,7,0.20531192670438247,1.4897504538767756,Insight Corp
100225,2022-05-29,South,Groceries,Eva,,6,0.16736506710988042,,Insight Corp
100226,2022-10-08,North,,Bob,7293.651510009871,5,0.28430205980179724,,Insight Corp
100227,2023-11-29,South,Clothing,Eva,6676.28082316191,3,0.1780007872556446,1.9854261667911164,Insight Corp
100228,2023-05-19,North,Clothing,Alice,6680.194109496566,6,0.14540413347101105,4.811361490192359,Insight Corp
100229,2023-09-04,North,Electronics,Charlie,,3,0.4499632935091392,1.8591767791884646,Insight Corp
100230,2023-07-23,South,Clothing,Charlie,6190.902681365765,3,0.20260028418181625,3.276062399499444,Insight Corp
100231,2022-08-21,,Electronics,Alice,5320.394861846474,7,0.0757436801366706,4.619628088992156,Insight Corp
100232,2022-10-21,West,Groceries,Eva,3186.01329833238,4,0.2161793479073772,,Insight Corp
100233,2022-10-31,West,Furniture,Alice,5454.1156887575635,3,0.14459243338412747,4.083663084551972,Insight Corp
100234,2023-01-17,West,Groceries,David,5384.541475607698,5,0.25621855257337156,1.9988537302524665,Insight Corp
100235,2023-02-04,West,,Alice,5875.594042282729,5,0.32133339156158,4.350059114981378,Insight Corp
100236,2023-01-26,South,Groceries,Eva,4808.004537179907,4,0.007705799714206596,2.216889627049386,Insight Corp
100237,2023-11-16,South,Clothing,Alice,3857.8166648542237,6,0.39388770097771975,3.0330264799432967,Insight Corp
100238,2023-02-09,East,Clothing,Bob,5984.759124762841,3,0.23394935882579837,2.9115059889644983,Insight Corp
100239,2022-06-26,West,Clothing,Alice,3030.091569121628,3,0.27096669766900333,2.9571481997214826,Insight Corp
100240,2024-05-10,,Furniture,Alice,7188.228703784704,8,0.06872065113340736,4.248601775804039,Insight Corp
100241,2024-05-24,East,Clothing,Eva,4652.872908192511,3,0.21858984419522098,,Insight Corp
100242,2023-11-11,West,Electronics,David,5368.292258084252,8,0.24610444960463745,4.339742351626628,Insight Corp
100243,2024-05-16,North,Groceries,David,5837.837229922358,4,0.020523586950258244,4.64921467039526,Insight Corp
100244,2023-09-23,East,Furniture,Eva,5886.0320672662865,7,0.08819164057635215,4.478688549687524,Insight Corp
100245,2024-03-19,South,Furniture,Eva,,3,0.1836539662315148,4.6641938189723575,Insight Corp
100246,2024-03-18,North,Furniture,Eva,6236.129870816396,75,0.08967437018167856,1.817847563643038,Insight Corp
100247,2023-07-15,,Furniture,Bob,5454.73074256441,3,0.16019314708537308,4.072659415495522,Insight Corp
100248,2022-05-12,North,Furniture,Charlie,4047.1079231620865,7,0.4392670364094917,2.787356770671762,Insight Corp
100249,2022-11-05,East,Electronics,Alice,3875.499573581129,7,0.3123104178114388,4.222054356400082,Insight Corp
100250,2023-01-10,South,,Eva,4498.920376914732,3,0.27476481885877696,2.5570198290494224,Insight Corp
100251,2024-09-26,North,Furniture,Eva,,0,0.42231916525259694,3.4014417974837037,Insight Corp
100252,2023-07-09,West,Groceries,Eva,7583.401086480539,3,0.11831158741732539,1.454953192970203,Insight Corp
100253,2022-08-17,North,Clothing,David,7229.226987715017,5,0.48804482613953437,3.0520606447888707,Insight Corp
100254,2023-10-26,North,Furniture,Eva,5677.550301463909,2,0.10970908773367577,,Insight Corp
100255,2022-10-30,East,Furniture,Alice,4664.902375486864,7,0.24617849715704415,2.939892169905378,Insight Corp
100256,2024-08-23,East,Groceries,Eva,4704.338018093907,6,0.4818647903902617,4.148440270517023,Insight Corp
100257,2024-08-16,South,Furniture,Alice,6137.098559260952,5,0.1668036440644588,2.140214034081448,Insight Corp
